NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Acordo entre a União Européia, Rússia e Ucrânia no fornecimento de gás	fornecimento de gás	1	n prp n	Política e conflitos
Acordo entre Brasil e Egito deve incrementar exportações de carne	exportações de carne	1	n prp n	Economia e negócios
Acordo pode pôr fim à crise política em Honduras	fim à crise	2	n prp n	Política e conflitos
Acordos do Fórum de São Paulo dificultam ações de Lula em relação a Morales	acordos do fórum	2	n prp n	Economia e negócios
Acusado de narcotráfico deve ter nome referendado como presidente da República do Suriname	presidente da república	0	n prp n	Política e conflitos
Administração Obama propõe criação de agência do clima	criação de agência	1	n prp n	Política e conflitos
Adobe vai adquirir a Macromedia por 3,4 bilhões de dólares	bilhões de dólares	0	n prp n	Economia e negócios
Adolescente de 14 anos é morto com tiro no peito durante protesto contra presidente Piñera no Chile	protesto contra presidente	-1	n prp n	Política e conflitos
Adolescente de 14 anos é morto com tiro no peito durante protesto contra presidente Piñera no Chile	tiro no peito	-2	n prp n	Política e conflitos
Aécio Neves lidera disputa pelo Senado	disputa pelo senado	0	n prp n	Política e conflitos
Aécio Neves tem menor índice de rejeição	índice de rejeição	0	n prp n	Política e conflitos
Aeroporto de Buenos Aires registra 22 vôos com atraso	vôos com atraso	-1	n prp n	Economia e negócios
Afeganistão: Comandante da Nato promete investigação a ataque aéreo	investigação a ataque	1	n prp n	Política e conflitos
Agência Brasil:"Brasil não tem sequer surto de febre amarela, explica virologista "	surto de febre	-2	n prp n	Saúde
Agência de risco Moodys concede grau de investimento para a dívida pública do Brasil; Henrique Meirelles diz que a classificação significa que o país está saindo forte da crise	agência de risco	-1	n prp n	Economia e negócios
Agência de Turismo do Banco do Brasil pagou contas de candidato à Prefeitura de Porto Alegre	contas de candidato	0	n prp n	Política e conflitos
Agência francesa assina acordo para financiar linha de trem entre Cumbica e São Paulo	linha de trem	0	n prp n	Economia e negócios
Agência rebaixa nota de risco de sete bancos europeus e americanos	nota de risco	-1	n prp n	Economia e negócios
Agência Standard & Poor's concede grau de investimento ao Brasil	grau de investimento	0	n prp n	Economia e negócios
Agências de notícias negam que fotos do desastre em Qana foram encenações do Hizbollah	agências de notícias	0	n prp n	Política e conflitos
Agências de notícias negam que fotos do desastre em Qana foram encenações do Hizbollah	fotos do desastre	0	n prp n	Política e conflitos
Agências de notícias sugerem que a campanha operada pelo Partido Republicano editou o artigo sobre a candidata a vice-presidência	agências de notícias	0	n prp n	Política e conflitos
Agências de notícias sugerem que a campanha operada pelo Partido Republicano editou o artigo sobre a candidata a vice-presidência	candidata a vice-presidência	0	n prp n	Política e conflitos
Agências de publicidade tomaram 90 milhões do governo brasileiro	agências de publicidade	0	n prp n	Política e conflitos
Agências de publicidade tomaram 90 milhões do governo brasileiro	milhões do governo	0	n prp n	Política e conflitos
Agentes de segurança dos principais aeroportos franceses voltam ao trabalho após 11 dias em greve	agentes de segurança	0	n prp n	Política e conflitos
Agentes de segurança dos principais aeroportos franceses voltam ao trabalho após 11 dias em greve	dias em greve	-1	n prp n	Política e conflitos
Agora são três as denúncias de dinheiro do exterior para a campanha de Lula	denúncias de dinheiro	-1	n prp n	Política e conflitos
Agricultura deve aderir à proposta do Desenvolvimento Agrário no novo Código Florestal	proposta do desenvolvimento	1	n prp n	Política e conflitos
Agricultura é principal atividade em 59% das terras cadastradas na Amazônia	atividade em 59%	0	n prp n	Economia e negócios
Ajuda financeira aos países pobres pode ficar de fora de acordo sobre clima, diz Ban Ki-moon	acordo sobre clima	1	n prp n	Economia e negócios
Al Gore gasta mais energia num mês do que um americano médio num ano	energia num mês	0	n prp n	Política e conflitos
Al Qaeda assume autoria do seqüestro de embaixador egípcio	autoria do seqüestro	-2	n prp n	Política e conflitos
Al Qaeda propõe ataque aos EUA com armas de destruição em massa	armas de destruição	-2	n prp n	Política e conflitos
Alan García vence Ollanta Humala no segundo turno da eleição presidencial no Peru	turno da eleição	0	n prp n	Política e conflitos
Aldo Rebelo, do Partido Comunista do Brasil, vence a eleição para Presidente da Câmara	eleição para presidente	0	n prp n	Política e conflitos
Alegre considera que cidadãos podem resolver crise de representação política	crise de representação	-2	n prp n	Política e conflitos
Além da França, a Sérvia e a Grécia têm dia de eleições	dia de eleições	1	n prp n	Economia e negócios
Alemães vão investir R$ 45 milhões no aproveitamento de casca de babaçu no Maranhão	casca de babaçu	0	n prp n	Economia e negócios
Alemães vão investir R$ 45 milhões no aproveitamento de casca de babaçu no Maranhão	milhões no aproveitamento	1	n prp n	Economia e negócios
Alencar permanece internado em São Paulo, sem previsão de alta	previsão de alta	0	n prp n	Política e conflitos
Algodão colorido da Paraíba pode ter indicação de procedência do Inpi	indicação de procedência	0	n prp n	Economia e negócios
Aliados de Chávez podem perder até dez governos regionais nas eleições deste ano	eleições deste ano	0	n prp n	Política e conflitos
Alto funcionário das Nações Unidas é preso acusado de lavagem de dinheiro	lavagem de dinheiro	-2	n prp n	Política e conflitos
Alunos maranhenses podem ser prejudicados no Enem por causa das chuvas	causa das chuvas	-1	n prp n	Saúde
Amapá faz mutirão de cirurgias plásticas em vítimas de escalpelamento	mutirão de cirurgias	2	n prp n	Saúde
Amapá faz mutirão de cirurgias plásticas em vítimas de escalpelamento	vítimas de escalpelamento	-2	n prp n	Saúde
Amazônia é um dos principais destinos de refugiados colombianos	destinos de refugiados	-1	n prp n	Política e conflitos
Ambientalistas criticam mudanças na legislação ambiental	mudanças na legislação	0	n prp n	Política e conflitos
AMD e ATI anunciam planos de fusão	planos de fusão	2	n prp n	Economia e negócios
Americanos dizem que Russos instalaram base de mísseis na Ossétia do Sul	base de mísseis	-1	n prp n	Política e conflitos
Americanos e israelenses frustram suposta remessa de armas iranianas para o Hizbollah	remessa de armas	-2	n prp n	Política e conflitos
Americanos trabalham para decifrar notebook de lider da Al-Qaeda	notebook de lider	0	n prp n	Política e conflitos
Amorim culpa acordo militar entre Colômbia e EUA por tensões na região	tensões na região	-1	n prp n	Política e conflitos
Amorim diz que não há tensão nas relações entre Brasil e Estados Unidos	tensão nas relações	-1	n prp n	Economia e negócios
Ana Gomes e Elisa Ferreira mantêm candidaturas na Câmara, recebe apoio de Sócrates e Sampaio e provoca divergências dentro do PS	candidaturas na câmara	0	n prp n	Política e conflitos
Ana Mato renuncia a seu cargo de ministra da Saúde da Espanha	cargo de ministra	0	n prp n	Saúde
Analistas garantem pouco impacto em emergentes	impacto em emergentes	-1	n prp n	Economia e negócios
Anatel autoriza compra da operadora Brasil Telecom pela OI	compra da operadora	0	n prp n	Economia e negócios
Anatel coloca condições sobre permissão de fusão das empresas OI e Brasil Telecom	condições sobre permissão	0	n prp n	Economia e negócios
Anatel coloca condições sobre permissão de fusão das empresas OI e Brasil Telecom	fusão das empresas	1	n prp n	Economia e negócios
Anatel proíbe Telefonica de vender Speedy por causa de interrupções no serviço	causa de interrupções	-1	n prp n	Economia e negócios
Andrea Pininfarina é vítima de acidente de moto	vítima de acidente	-2	n prp n	Economia e negócios
Angola e Portugal firmam acordo com relação aos vistos	acordo com relação	1	n prp n	Política e conflitos
Angola perdoa dívida da Guiné-Bissau e viabiliza programação da TV pública	programação da tv	0	n prp n	Economia e negócios
Angola: Chivukuvuku pode candidatar-se à Presidencia	candidatar-se à presidencia	0	n prp n	Política e conflitos
Angola: Suspeita de surto de cólera e salmonela na província de Namibe	salmonela na província	-2	n prp n	Saúde
Angola: Suspeita de surto de cólera e salmonela na província de Namibe	suspeita de surto	-2	n prp n	Saúde
Anistia Internacional acusa Israel de ter praticado crimes de guerra no Líbano	crimes de guerra	-2	n prp n	Política e conflitos
Anonymous ataca cibersites do Governo dos Estados Unidos em represália ao fechamento de Megaupload	represália ao fechamento	-2	n prp n	Economia e negócios
ANP anuncia descoberta de campo que pode ser o terceiro maior do mundo	descoberta de campo	1	n prp n	Economia e negócios
ANP vende em leilão 460 milhões de litros de biodiesel com deságio médio de 1,48%	biodiesel com deságio	-1	n prp n	Economia e negócios
ANP vende em leilão 460 milhões de litros de biodiesel com deságio médio de 1,48%	milhões de litros	0	n prp n	Política e conflitos
Antigo integrante do Khmer Vermelho pede desculpas às vítimas do regime em Camboja no tribunal	vítimas do regime	-2	n prp n	Política e conflitos
António Guterres considera que Darfur é o principal factor de crise no mundo	factor de crise	-1	n prp n	Política e conflitos
Antonio Mexia diz que não recebeu Valério como representante do governo brasileiro	representante do governo	0	n prp n	Política e conflitos
Anvisa aprova registro de novo medicamento para tuberculose	medicamento para tuberculose	2	n prp n	Saúde
Anvisa aprova uso de nova droga para tratamento do câncer de fígado	câncer de fígado	-2	n prp n	Saúde
Anvisa aprova uso de nova droga para tratamento do câncer de fígado	droga para tratamento	1	n prp n	Saúde
Anvisa aprova uso do canabidiol como medicamento	uso do canabidiol	0	n prp n	Saúde
Anvisa defende simplificação de impostos sobre medicamentos	simplificação de impostos	1	n prp n	Economia e negócios
Anvisa proíbe uso de 14 sustâncias à base de canabinóide sintético	sustâncias à base	0	n prp n	Saúde
Anvisa recomenda não dar mel para crianças com menos de 1 ano	mel para crianças	0	n prp n	Saúde
Anvisa suspende venda de antidepressivo, vermífugo e medicamento para diabetes	medicamento para diabetes	2	n prp n	Saúde
Após confusão, manifestantes deixam a frente de subprefeitura em São Paulo	frente de subprefeitura	0	n prp n	Política e conflitos
Após denúncias de tortura, afegãos pedem saída de tropas dos EUA do país	denúncias de tortura	-3	n prp n	Política e conflitos
Após denúncias de tortura, afegãos pedem saída de tropas dos EUA do país	saída de tropas	1	n prp n	Política e conflitos
Após fracasso em negociações, partidários de Zelaya prometem resistência em Honduras	fracasso em negociações	-2	n prp n	Política e conflitos
Após morte de morador por febre amarela, prefeitura convoca para vacinação	morte de morador	-3	n prp n	Saúde
Após primeiro debate e início do horário político, Datafolha revela ampliação da vantagem de Lula	ampliação da vantagem	1	n prp n	Política e conflitos
Após primeiro debate e início do horário político, Datafolha revela ampliação da vantagem de Lula	início do horário	0	n prp n	Política e conflitos
Após reunião com o governo, hoteleiros devem diminuir em 20% os preços das diárias de hospedagem para a Rio+20; autoridades internacionais confirmam presença no evento	preços das diárias	0	n prp n	Economia e negócios
Após reunião com o governo, hoteleiros devem diminuir em 20% os preços das diárias de hospedagem para a Rio+20; autoridades internacionais confirmam presença no evento	presença no evento	0	n prp n	Economia e negócios
Após sofrer coação por parte do PCC, Imprensa diz "basta!"	coação por parte	-1	n prp n	Política e conflitos
Aposentados sofrem com "golpe do empréstimo"	golpe do empréstimo	-2	n prp n	Economia e negócios
Apple investiga denúncia de trabalho escravo na China	denúncia de trabalho	-1	n prp n	Economia e negócios
Aprovado a primeira etapa de impostos sobre a mineração na Austrália	etapa de impostos	-1	n prp n	Economia e negócios
Aprovado desdobramento de ações da Petrobras	desdobramento de ações	1	n prp n	Economia e negócios
Arcebispo que excomungou os envolvidos no aborto da menina dá entrevista à Rede Globo	aborto da menina	-3	n prp n	Política e conflitos
Arcebispo recomenda mudança em ritos durante missas no Brasil	mudança em ritos	0	n prp n	Saúde
Argentina assina acordo para adesão ao padrão brasileiro de TV digital	acordo para adesão	1	n prp n	Política e conflitos
Argentina decreta estado de emergência agrícola por seca	estado de emergência	-2	n prp n	Economia e negócios
Argentina passa a ser segundo país em número de mortes por gripe suína	mortes por gripe	-3	n prp n	Saúde
Argentina passa a ser segundo país em número de mortes por gripe suína	país em número	0	n prp n	Saúde
Argentina pede suspensão das aulas por causa da gripe A	causa da gripe	-2	n prp n	Saúde
Argentina pede suspensão das aulas por causa da gripe A	suspensão das aulas	-1	n prp n	Saúde
Argentina sedia Cúpula Ibero-Americana de Chefes de Estado e de Governo	chefes de estado	0	n prp n	Economia e negócios
Arquivos da ditadura recolhidos pelo governo podem ajudar na busca de desaparecidos	arquivos da ditadura	0	n prp n	Política e conflitos
Arquivos da ditadura recolhidos pelo governo podem ajudar na busca de desaparecidos	busca de desaparecidos	1	n prp n	Política e conflitos
Arrecadação de impostos bate recorde em outubro no Brasil	arrecadação de impostos	-1	n prp n	Economia e negócios
Arrecadação de impostos bate recorde em outubro no Brasil	recorde em outubro	1	n prp n	Economia e negócios
Arrefecimento da crise política no Brasil faz surgir boatos sobre renúncia de Lula	arrefecimento da crise	2	n prp n	Política e conflitos
Arrefecimento da crise política no Brasil faz surgir boatos sobre renúncia de Lula	boatos sobre renúncia	-1	n prp n	Política e conflitos
Arthur Virgílio afirma que retaliação peemedebista é quebra de decoro	quebra de decoro	-1	n prp n	Política e conflitos
Arthur Virgílio diz que quer punição para autores da Lista de Furnas	lista de furnas	0	n prp n	Política e conflitos
Arthur Virgílio diz que quer punição para autores da Lista de Furnas	punição para autores	-1	n prp n	Política e conflitos
As FARC sinalizam que podem não aceitar proposta de intercâmbio humanitário	proposta de intercâmbio	1	n prp n	Política e conflitos
Assentamento da Usina Santo Antônio agrada ribeirinhos, mas falta de título de posse preocupa	assentamento da usina	0	n prp n	Economia e negócios
Assinado o cessar-fogo no conflito russo-georgiano	cessar-fogo no conflito	2	n prp n	Política e conflitos
Assinado o Tratado de Reforma institucional da União Europeia	tratado de reforma	1	n prp n	Economia e negócios
Assinado protocolo para construção de ferrovia entre Brasília e Goiânia	protocolo para construção	0	n prp n	Economia e negócios
Associação de defesa dos consumidores questiona limitação de download do 4G	associação de defesa	1	n prp n	Política e conflitos
Associação de defesa dos consumidores questiona limitação de download do 4G	limitação de download	-1	n prp n	Política e conflitos
Ataque suicida mata chefe da polícia iraquiana	chefe da polícia	0	n prp n	Política e conflitos
Ataques contra as forças da paz na Somália matam 10 pessoas	forças da paz	2	n prp n	Política e conflitos
Ataques na capital da Somália matam 15 e ferem 60 pessoas	ataques na capital	-2	n prp n	Política e conflitos
Até 2030, 42% da população dos Estados Unidos estarão acima do peso	acima do peso	-2	n prp n	Saúde
Até 2030, 42% da população dos Estados Unidos estarão acima do peso	população dos estados	0	n prp n	Saúde
Até ontem, Lula preferiu não comentar as denúncias de corrupção	denúncias de corrupção	-2	n prp n	Política e conflitos
Atentado a bomba atinge prédios do governo na capital da Noruega	atentado a bomba	-3	n prp n	Política e conflitos
Atentado a bomba atinge prédios do governo na capital da Noruega	prédios do governo	0	n prp n	Política e conflitos
Atentado com carro-bomba no Paquistão em dia de visita de Hillary Clinton	atentado com carro-bomba	-2	n prp n	Política e conflitos
Atentado com carro-bomba no Paquistão em dia de visita de Hillary Clinton	dia de visita	0	n prp n	Política e conflitos
Atentado contra escola fere sete na Nigéria	atentado contra escola	-2	n prp n	Saúde
Atentado em sede do Partido Socialista na Espanha	atentado em sede	-2	n prp n	Política e conflitos
Atirador massacra pelo menos 12 no centro de imigração no interior do estado de Nova York	centro de imigração	0	n prp n	Saúde
Atirador massacra pelo menos 12 no centro de imigração no interior do estado de Nova York	interior do estado	0	n prp n	Saúde
Atirador mata 10 pessoas e comete suicídio nos Estados Unidos	suicídio nos estados	0	n prp n	Saúde
Atirador mata 17 pessoas na escola e é morto pela polícia na Alemanha	pessoas na escola	0	n prp n	Saúde
Atividades de lobista levanta suspeita sobre políticos dos EUA	atividades de lobista	0	n prp n	Política e conflitos
Atividades no Rio lembram luta e desafios de surdos	desafios de surdos	0	n prp n	Saúde
Ativista dos direitos humanos é pressionado a deixar Cuba	ativista dos direitos	0	n prp n	Política e conflitos
Ato pela legalização do aborto reúne mulheres na Cinelândia, no centro do Rio	ato pela legalização	1	n prp n	Saúde
Ator americano Patrick McGoohan morre aos 80 anos de idade	anos de idade	0	n prp n	Saúde
Aumenta a crise na Bolívia	crise na bolívia	-2	n prp n	Política e conflitos
Aumenta apoio no Senado, a criação da CPMI para investigar parlamentares envolvidos com Carlinhos Cachoeira	apoio no senado	1	n prp n	Economia e negócios
Aumenta número de mortes por SIDA em Malanje, Angola	número de mortes	-3	n prp n	Saúde
Aumento da demanda interna leva refinarias da Petrobras a operar com 90% de sua capacidade instalada	aumento da demanda	1	n prp n	Economia e negócios
Austrália começa a fazer os primeiros testes em humanos de vacina contra a gripe A	testes em humanos	0	n prp n	Saúde
Autoridades eleitorais mantêm proibição de observadores em eleições egípcias	proibição de observadores	-1	n prp n	Política e conflitos
Avaliação pessoal de Lula é recorde em janeiro e atinge 84%	recorde em janeiro	1	n prp n	Política e conflitos
Avião de carga cai e mata seis pessoas nos Emirados Árabes Unidos	avião de carga	0	n prp n	Economia e negócios
Baixas expectativas marcam o início da Conferência do Clima de 2010 em Cancun	início da conferência	0	n prp n	Política e conflitos
Balança comercial brasileira inicia mês com déficit de US$ 435 milhões	déficit de us$	-1	n prp n	Economia e negócios
Balança comercial brasileira tem superavit de US$ 680 milhões na segunda semana do mês	semana do mês	0	n prp n	Economia e negócios
Balança comercial brasileira tem superavit de US$ 680 milhões na segunda semana do mês	superavit de us$	0	n prp n	Economia e negócios
Balança comercial fecha a semana com superávit de US$ 653 milhões	superávit de us$	1	n prp n	Economia e negócios
Ban Ki Moon lança apelo nas eleições presidênciais na Guiné-Bissau	apelo nas eleições	1	n prp n	Política e conflitos
Ban Ki-moon lamenta ausência de EUA e Israel em conferência sobre racismo	conferência sobre racismo	1	n prp n	Política e conflitos
Bancada do PT reafirma decisão favorável à saída de Sarney da presidência do Senado	presidência do senado	0	n prp n	Política e conflitos
Banco Central do Brasil aumenta para 6,2% a projeção da inflação e revê para 5,6% o crescimento do PIB para este ano	projeção da inflação	-1	n prp n	Economia e negócios
Banco Central do Brasil cria regras para proteção do consumidor bancário	regras para proteção	0	n prp n	Economia e negócios
Banco Central do Brasil faz leilões para venda direta de dólar depois de cinco anos	leilões para venda	0	n prp n	Economia e negócios
Banco Central do Brasil mantém em 13,75% a taxa básica de juros do mercado	juros do mercado	0	n prp n	Economia e negócios
Banco Central do Zimbábue lança cédula de 50 milhões de dólares que não tem valor	milhões de dólares	0	n prp n	Economia e negócios
Banco Central lança novas cédulas do real	cédulas do real	0	n prp n	Economia e negócios
Banco Central retira parte da remuneração do compulsório sobre depósitos a prazo	compulsório sobre depósitos	0	n prp n	Economia e negócios
Banco Central retira parte da remuneração do compulsório sobre depósitos a prazo	parte da remuneração	0	n prp n	Economia e negócios
Banco Central teme que valores e projeção da inflação se distanciem da meta	projeção da inflação	-1	n prp n	Economia e negócios
Banco da Inglaterra corta juros em 1,5%	juros em 1,5%	0	n prp n	Economia e negócios
Banco do Brasil atinge R$ 200 bilhões de créditos concedidos no país e no exterior	bilhões de créditos	1	n prp n	Economia e negócios
Banco do Brasil destina mais R$ 8,2 bilhões para oferta de crédito a pessoas físicas	bilhões para oferta	0	n prp n	Economia e negócios
Banco do Brasil destina mais R$ 8,2 bilhões para oferta de crédito a pessoas físicas	crédito a pessoas	1	n prp n	Economia e negócios
Bancos Centrais anunciam uma junta de esforços para liquidar dívidas	junta de esforços	0	n prp n	Economia e negócios
Bancos de montadoras terão R$ 4 bilhões do BB	bancos de montadoras	0	n prp n	Economia e negócios
Banhistas são feridos por águas-vivas no litoral de São Paulo	águas-vivas no litoral	-1	n prp n	Saúde
Barack Obama anuncia fim da missão no Iraque até 2010	fim da missão	0	n prp n	Política e conflitos
Barack Obama é eleito presidente dos Estados Unidos	presidente dos estados	0	n prp n	Política e conflitos
Barack Obama é o Nobel da Paz de 2009	nobel da paz	2	n prp n	Economia e negócios
Barco carregado com 700 litros de óleo naufraga no litoral fluminense	litros de óleo	0	n prp n	Economia e negócios
Base aliada define nomes para presidência e relatoria da CPI da Petrobras	nomes para presidência	0	n prp n	Política e conflitos
Base aliada define nomes para presidência e relatoria da CPI da Petrobras	relatoria da cpi	0	n prp n	Política e conflitos
Base brasileira no Haiti adota medidas para evitar disseminação do cólera entre soldados	disseminação do cólera	-2	n prp n	Política e conflitos
Benazir Bhutto é sepultada em mausoléu da família	mausoléu da família	0	n prp n	Política e conflitos
Benazir Bhutto sai ilesa de atentado no Paquistão	ilesa de atentado	2	n prp n	Política e conflitos
BES vai "agir em conformidade" contra decisão dos accionistas do BESA	decisão dos accionistas	1	n prp n	Economia e negócios
Bill Gates diz que existe liberdade de informação na China	liberdade de informação	2	n prp n	Economia e negócios
Bispo brasileiro encerra greve de fome	greve de fome	-2	n prp n	Política e conflitos
Blitz educacional conscientiza sobre direitos das pessoas com deficiências	pessoas com deficiências	-1	n prp n	Saúde
BM&FBovespa e Cepea lançam indicador de preço do etanol hidratado	indicador de preço	0	n prp n	Economia e negócios
BNDES já aplicou R$ 1,1 bilhão no programa de concessão de rodovias federais	bilhão no programa	0	n prp n	Economia e negócios
BNDES já aplicou R$ 1,1 bilhão no programa de concessão de rodovias federais	concessão de rodovias	1	n prp n	Política e conflitos
Boletim médico atesta que estado de saúde de José Alencar continua estável	estado de saúde	0	n prp n	Saúde
Bolívia começa hoje registro de eleitores para referendo que poderá aprovar nova Constituição	registro de eleitores	0	n prp n	Política e conflitos
Bolívia e Chile retomam hoje negociações para encerrar impasse sobre questão marítima	impasse sobre questão	-1	n prp n	Política e conflitos
Bolívia e Peru assinam acordo sobre saída para o Pacífico	acordo sobre saída	1	n prp n	Política e conflitos
Bolívia e Peru rechaçam relatório da ONU que chama à proibição da folha de coca	folha de coca	0	n prp n	Política e conflitos
Bolívia promete normalizar fornecimento de gás ao Brasil e à Argentina	fornecimento de gás	1	n prp n	Economia e negócios
Bolsas asiáticas terminam a semana em baixa devido às incertezas do mercado norte-americano.	incertezas do mercado	-1	n prp n	Economia e negócios
Bolsas asiáticas terminam a semana em baixa devido às incertezas do mercado norte-americano.	semana em baixa	0	n prp n	Economia e negócios
Bolsas de valores despencam, com notícias da falência do Banco Lehman Brothers nos Estados Unidos	bolsas de valores	0	n prp n	Economia e negócios
Bolsas de valores despencam, com notícias da falência do Banco Lehman Brothers nos Estados Unidos	notícias da falência	-1	n prp n	Economia e negócios
Bomba explode em Bogotá perto de albergue para desmobilizados da luta armada	albergue para desmobilizados	1	n prp n	Política e conflitos
Bombas em trem que ia da Índia até o Paquistão matam pelo menos 68	bombas em trem	-2	n prp n	Política e conflitos
Bombeiros do Rio de Janeiro fazem manifestação e recebem apoio na luta por reajuste salarial	apoio na luta	1	n prp n	Política e conflitos
Bósnia-Herzegóvina lembra os mortos no dia de aniversário de 20 anos do início da Guerra da Bósnia	anos do início	0	n prp n	Saúde
Bósnia-Herzegóvina lembra os mortos no dia de aniversário de 20 anos do início da Guerra da Bósnia	dia de aniversário	1	n prp n	Saúde
Bovespa e BM&F formarão uma só bolsa de valores	bolsa de valores	0	n prp n	Economia e negócios
Bradesco obtém lucro recorde no 1º trimestre deste ano.	trimestre deste ano	0	n prp n	Economia e negócios
Brasil : greve de ônibus em Curitiba e região metropolitana entra no segundo dia	greve de ônibus	-2	n prp n	Economia e negócios
Brasil ainda registra muitos casos de diagnóstico tardio da hanseníase	casos de diagnóstico	0	n prp n	Saúde
Brasil amplia restrição à importação de calçados chineses	restrição à importação	-1	n prp n	Economia e negócios
Brasil anuncia suspensão de acordos de isenção de vistos com Honduras	isenção de vistos	1	n prp n	Política e conflitos
Brasil anuncia suspensão de acordos de isenção de vistos com Honduras	suspensão de acordos	-1	n prp n	Política e conflitos
Brasil concede asilo a líder das FARC	asilo a líder	0	n prp n	Política e conflitos
Brasil concede benefício da aposentadoria para invasores de terra	benefício da aposentadoria	1	n prp n	Economia e negócios
Brasil concede benefício da aposentadoria para invasores de terra	invasores de terra	-2	n prp n	Economia e negócios
Brasil concede pensão mensal vitalícia a viúva de guerrilheiro	viúva de guerrilheiro	0	n prp n	Política e conflitos
Brasil confirma 14 novos casos de gripe A (H1N1)	casos de gripe	-2	n prp n	Saúde
Brasil confirma 380 casos de óbitos por gripe A	casos de óbitos	-3	n prp n	Saúde
Brasil considera que houve ruptura da ordem democrática no Egito	ruptura da ordem	-2	n prp n	Política e conflitos
Brasil deve cooperar na criação de televisão pública no Paraguai	criação de televisão	1	n prp n	Política e conflitos
Brasil e Argentina aumentam limite de crédito recíproco para US$ 1,5 bilhão	limite de crédito	1	n prp n	Economia e negócios
Brasil e Argentina firmam acordos de cooperação	acordos de cooperação	2	n prp n	Política e conflitos
Brasil e Bolívia assinam acordo para combater tráfico de drogas e armas	tráfico de drogas	-2	n prp n	Política e conflitos
Brasil e Cuba firmam acordos de cooperação	acordos de cooperação	2	n prp n	Política e conflitos
Brasil e Estados Unidos ampliam cooperação na área de ciência e tecnologia	cooperação na área	1	n prp n	Economia e negócios
Brasil e França discutem ampliação do comércio bilateral	ampliação do comércio	1	n prp n	Economia e negócios
Brasil e França fecham contratos para a compra de helicópteros	compra de helicópteros	1	n prp n	Economia e negócios
Brasil e Índia vão denunciar à OMC a retenção de medicamentos genéricos em território neerlandês	retenção de medicamentos	-1	n prp n	Política e conflitos
Brasil e Itália firmam acordo sobre transferência de presos	acordo sobre transferência	1	n prp n	Política e conflitos
Brasil é o 5ª maior mercado de computadores	mercado de computadores	0	n prp n	Economia e negócios
Brasil é penúltimo na América do Sul em participação da mulher na política, diz ONU	mulher na política	0	n prp n	Economia e negócios
Brasil é penúltimo na América do Sul em participação da mulher na política, diz ONU	sul em participação	0	n prp n	Economia e negócios
