NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Shimon Peres elogia liderança brasileira na América Latina e firma acordos nas áreas jurídica e cinematográfica	áreas jurídica	0	n, adj	
Americanos e israelenses frustram suposta remessa de armas iranianas para o Hizbollah	armas iranianas	-2	n, adj	
China planejava obter as armas nucleares Norte-Coreanas	armas nucleares	-2	n, adj	
Coreia do Norte ameaça produzir armas nucleares	armas nucleares	-2	n, adj	
General diz que China usará armas nucleares contra os EUA se necessário	armas nucleares	-2	n, adj	
Parlamentar diz que Coréia do Norte vai aumentar arsenal atômico	arsenal atômico	-2	n, adj	
Chavistas são acusados de criar artigos parciais na Wikipédia	artigos parciais	0	n, adj	
Dilma e Hu Jintao conversam sobre direitos humanos no momento em que artista chinês é preso	artista chinês	0	n, adj	
Incêndio destrói 90% da obra do artista plástico Helio Oiticica, avaliada em US$ 200 milhões	artista plástico	0	n, adj	
Ex-presidente do Equador, Lúcio Gutiérrez, renunciou o asilo político concedido pelo Brasil	asilo político	1	n, adj	
Lula critica Israel por construir casas em assentamento palestino	assentamento palestino	0	n, adj	
Brasil, Índia e África do Sul discutem assentamentos urbanos	assentamentos urbanos	0	n, adj	
Afeganistão: Comandante da Nato promete investigação a ataque aéreo	ataque aéreo	-1	n, adj	
Ataque aéreo israelense em Gaza deixa mais de 150 mortos	ataque aéreo	-1	n, adj	
Governo afegão: Mais de 90 civis mortos por ataque aéreo dos Estados Unidos	ataque aéreo	-1	n, adj	
Pinochet sofre ataque cardíaco	ataque cardíaco	-2	n, adj	
Ataque israelense mata pelo menos 40 em escola da ONU	ataque israelense	-2	n, adj	
Coreia do Norte ameaça retaliar EUA com ataque nuclear se for atacada	ataque nuclear	-2	n, adj	
Al-Shabab reivindica ataque suicida na Somália	ataque suicida	-2	n, adj	
Policiais são vítimas de ataque suicida no Afeganistão	ataque suicida	-2	n, adj	
Londres é vítima de ataque terrorista	ataque terrorista	-2	n, adj	
Israel lança novos ataques aéreos contra Faixa de Gaza	ataques aéreos	-2	n, adj	
Líbia: Forças de Renegado General assumem a responsabilidade por ataques aéreos sobre Tripoli	ataques aéreos	-2	n, adj	
Turquia lança ataques aéreos contra rebeldes curdos	ataques aéreos	-2	n, adj	
Pessoas morrem no Iraque devido a dois ataques consecutivos no mercado central de Bagdá	ataques consecutivos	-2	n, adj	
Hamas suspende lançamento de foguetes durante pausa de ataques israelenses	ataques israelenses	-2	n, adj	
China acusa tibetanos de planejarem ataques terroristas	ataques terroristas	-2	n, adj	
Ateliê português projeta futura capital da Guiné Equatorial	ateliê português	0	n, adj	
Ministério libera R$ 213 milhões para estados ampliarem atendimento básico de saúde	atendimento básico	0	n, adj	
Ministério libera R$ 213 milhões para estados ampliarem atendimento básico de saúde	atendimento básico	0	n, adj	
Ministério libera R$ 213 milhões para estados ampliarem atendimento básico de saúde	atendimento básico	0	n, adj	
Atentado suicida no Paquistão mata 23 e fere 20 pessoas	atentado suicida	-2	n, adj	
Ex-Presidente do Afeganistão, Burhanuddin Rabbani, morre em atentado suicida	atentado suicida	-2	n, adj	
FARC planejavam atentado terrorista na Espanha	atentado terrorista	-2	n, adj	
Reino Unido e EUA em alerta por causa de ameaça de atentado terrorista	atentado terrorista	-2	n, adj	
Representantes espanhóis condenam atentado terrorista	atentado terrorista	-2	n, adj	
Suicidas causam novo atentado terrorista em Bali	atentado terrorista	-2	n, adj	
Dezesseis mortos no Paquistão após atentados suicidas	atentados suicidas	-2	n, adj	
Atirador responsável pelos disparos a Ramos-Horta é preso	atirador responsável	-2	n, adj	
Senadora do PT acusa imprensa brasileira de atitude escandalosa	atitude escandalosa	-2	n, adj	
Lula defenderá na reunião do G20 novas bases para regular atividade financeira	atividade financeira	0	n, adj	
Lula defenderá na reunião do G20 novas bases para regular atividade financeira	atividade financeira	0	n, adj	
Portal da Câmara permite a brasileiros acompanhar em detalhes a atividade parlamentar	atividade parlamentar	0	n, adj	
Ator americano Patrick McGoohan morre aos 80 anos de idade	ator americano	0	n, adj	
Cinema: morre aos 83 anos, o ator americano Leonard Nimoy	ator americano	0	n, adj	
Relatório diz que Senado teve 663 atos secretos não publicados em 15 anos	atos secretos	-1	n, adj	
Sarney recebe relatório preliminar sobre cancelamento de atos secretos	atos secretos	-1	n, adj	
Relatório diz que Senado teve 663 atos secretos não publicados em 15 anos	atos secretos	-1	n, adj	
Sarney anula 663 atos secretos e determina devolução de dinheiro	atos secretos	-1	n, adj	
Sarney recebe relatório preliminar sobre cancelamento de atos secretos	atos secretos	-1	n, adj	
Senado brasileiro demitirá 200 servidores contratados por atos secretos	atos secretos	-1	n, adj	
França: Morre aos 66 anos, a atriz francesa Corinne Le Poulain	atriz francesa	0	n, adj	
Conselho Curador da EBC aprova data da primeira audiência pública sobre TV Brasil	audiência pública	0	n, adj	
Ministério da Defesa anuncia aumento médio de 47,19% para militares	aumento médio	0	n, adj	
Fábrica de automóveis chinesa vai instalar unidade no Brasil	automóveis chinesa	1	n, adj	
Fábrica de automóveis chinesa vai instalar unidade no Brasil	automóveis chinesa	1	n, adj	
Morales convida prefeitos a negociar "autonomia real" e nova Constituição	autonomia real	1	n, adj	
Autoridades brasileiras são vinculadas às FARC	autoridades brasileiras	0	n, adj	
Autoridades eleitorais mantêm proibição de observadores em eleições egípcias	autoridades eleitorais	0	n, adj	
Após reunião com o governo, hoteleiros devem diminuir em 20% os preços das diárias de hospedagem para a Rio+20; autoridades internacionais confirmam presença no evento	autoridades internacionais	0	n, adj	
Executivos da Chevron estão impedidos de deixar o Brasil sem autorização judicial	autorização judicial	0	n, adj	
Rio de Janeiro estuda pedir auxílio cubano para deter a dengue	auxílio cubano	1	n, adj	
Avaliação pessoal de Lula é recorde em janeiro e atinge 84%	avaliação pessoal	0	n, adj	
Avaliação positiva do governo Lula cai 13 pontos percentuais	avaliação positiva	1	n, adj	
Pesquisa CNT/Sensus registra avaliação positiva para Lula e seu governo	avaliação positiva	1	n, adj	
Avião presidencial faz pouso forçado em Cumbica	avião presidencial	0	n, adj	
Evo Morales proíbe presença de aviões estadunidenses na Bolívia	aviões estadunidenses	0	n, adj	
Brasil negocia com EUA para que aviões militares sejam vendidos para a Venezuela	aviões militares	0	n, adj	
Incêndio destrói 555 casas em bairro popular de Lima, deixando 1,6 mil vítimas	bairro popular	0	n, adj	
Famílias de baixa renda estão comprando mais pela internet	baixa renda	-1	n, adj	
Baixas expectativas marcam o início da Conferência do Clima de 2010 em Cancun	baixas expectativas	-1	n, adj	
Balança comercial brasileira inicia mês com déficit de US$ 435 milhões	balança comercial	0	n, adj	
Balança comercial brasileira tem superavit de US$ 680 milhões na segunda semana do mês	balança comercial	0	n, adj	
Balança comercial fecha a semana com superávit de US$ 653 milhões	balança comercial	0	n, adj	
Agência rebaixa nota de risco de sete bancos europeus e americanos	bancos europeus	0	n, adj	
Estados Unidos vão comprar US$ 250 bilhões em ações de grandes bancos norte-americanos	bancos norte-americanos	0	n, adj	
Mantega atribui a bancos públicos recuperação rápida e sustentável da economia	bancos públicos	0	n, adj	
Mantega atribui a bancos públicos recuperação rápida e sustentável da economia	bancos públicos	0	n, adj	
Todas as escolas de Portugal passam a ter banda larga	banda larga	1	n, adj	
Estado Islâmico captura base aérea Síria	base aérea	0	n, adj	
Tropas russas tomam base aérea na Crimeia	base aérea	0	n, adj	
Lula diz que espera assinar acordo com a Colômbia sobre base americanas	base americanas	0	n, adj	
Base brasileira no Haiti adota medidas para evitar disseminação do cólera entre soldados	base brasileira	0	n, adj	
Base brasileira no Haiti adota medidas para evitar disseminação do cólera entre soldados	base brasileira	0	n, adj	
Terroristas atacam base militar em Paquistão	base militar	0	n, adj	
Terroristas atacam base militar em Paquistão	base militar	0	n, adj	
Bases americanas na Colômbia e gripe suína dominam debates na Unasul	bases americanas	0	n, adj	
O Iraque se prepara para a "batalha final contra a Al-Qaeda"	batalha final	-1	n, adj	
Prefeitura de São Vicente confirma morte de bebê indígena por gripe suína	bebê indígena	0	n, adj	
Produtores querem reconhecimento internacional da cachaça como bebida típica do Brasil	bebida típica	0	n, adj	
Justiça restringe publicidade de bebidas alcoólicas	bebidas alcoólicas	0	n, adj	
Revista Época diz que Roberto Jefferson usou sorveteiro para ocultar bens pessoais	bens pessoais	0	n, adj	
Bush recebe Bento XVI nos Estados Unidos	bento xvi	0	n, adj	
Morre aos 91 anos, o bispo brasileiro d. Tomás de Goiás	bispo brasileiro	0	n, adj	
Vaticano e judeus rejeitam o pedido de desculpas do bispo inglês que questionou o Holocausto	bispo inglês	0	n, adj	
Críticas a escolas unem blogueiras mirins do Brasil e da Escócia	blogueiras mirins	0	n, adj	
Críticas a escolas unem blogueiras mirins do Brasil e da Escócia	blogueiras mirins	0	n, adj	
Alencar apresenta boa condição geral de saúde, diz boletim médico	boletim médico	0	n, adj	
Boletim médico informa que Clodovil está em coma	boletim médico	0	n, adj	
Alencar apresenta boa condição geral de saúde, diz boletim médico	boletim médico	0	n, adj	
Boletim médico atesta que estado de saúde de José Alencar continua estável	boletim médico	0	n, adj	
Bolsas asiáticas terminam a semana em baixa devido às incertezas do mercado norte-americano.	bolsas asiáticas	0	n, adj	
Conhecimento sobre produção de bomba atômica é essencial para o país, dizem especialistas	bomba atômica	-2	n, adj	
Conhecimento sobre produção de bomba atômica é essencial para o país, dizem especialistas	bomba atômica	-2	n, adj	
Estados Unidos perderam bomba nuclear na Groenlândia há 40 anos	bomba nuclear	-1	n, adj	
Membros da Al-Qaeda são mortos em bombardeio aéreo	bombardeio aéreo	-1	n, adj	
Bombardeiro israelense atinge prédio da ONU em Gaza	bombardeiro israelense	-1	n, adj	
Coréia do Norte concentra recursos para construção de bombas atômicas, diz desertor	bombas atômicas	-1	n, adj	
Lula pede a Morales que olhe "com carinho" situação de brasileiros ilegais na Bolívia	brasileiros ilegais	-1	n, adj	
Busca ativa de casos de hanseníase nas escolas deve começar em agosto	busca ativa	1	n, adj	
Tarso Genro diz que buscas militares no Araguaia podem cumprir parcialmente objetivos	buscas militares	0	n, adj	
Democratas cristãos ganham cadeira extra em Dresden e consolidam vitória nas eleições federais na Alemanha	cadeira extra	0	n, adj	
Prêmio Nobel da Paz é entregue simbolicamente "a uma cadeira vazia"	cadeira vazia	-1	n, adj	
Calçado brasileiro perde mercados e faturamento no exterior a cada ano; Fabricantes brasileiros disputam com o mercado italiano	calçado brasileiro	0	n, adj	
Brasil amplia restrição à importação de calçados chineses	calçados chineses	0	n, adj	
Falências e guerra fiscal cortam 20 mil empregos de sapateiro em Novo Hamburgo; Fábrica de calçados femininos fecha depois de crime e leva 60 pessoas ao desemprego no Rio Grande do Sul	calçados femininos	0	n, adj	
China e Emirados Árabes oferecem empréstimo para exploração do petróleo na camada pré-sal	camada pré-sal	0	n, adj	
Para Lula, PIB brasileiro demonstra que economia está no caminho certo	caminho certo	1	n, adj	
Lula diz que o Brasil está no caminho certo	caminho certo	1	n, adj	
Para Lula, PIB brasileiro demonstra que economia está no caminho certo	caminho certo	1	n, adj	
Termina campanha eleitoral em Moçambique	campanha eleitoral	0	n, adj	
Agências de notícias sugerem que a campanha operada pelo Partido Republicano editou o artigo sobre a candidata a vice-presidência	campanha operada	0	n, adj	
Ex-tesoureiro admite que PT usou dinheiro irregular em campanhas políticas no Brasil	campanhas políticas	0	n, adj	
Anvisa proíbe uso de 14 sustâncias à base de canabinóide sintético	canabinóide sintético	-1	n, adj	
O canal oficial argentino censurou o vice-presidente em um festival	canal oficial	0	n, adj	
Presidência do Senado cria canal virtual para Sarney se defender de matérias jornalísticas	canal virtual	0	n, adj	
Companhia aérea japonesa entra com pedido de concordata e cancela voo no Brasil	cancela voo	-1	n, adj	
Obama declara-se o candidato democrata, mas Clinton ainda não reconhece derrota	candidato democrata	0	n, adj	
Obama é oficialmente o candidato democrata nas eleições americanas	candidato democrata	0	n, adj	
Candidato governista vence eleição presidencial na Rússia	candidato governista	0	n, adj	
Ciro Gomes será o candidato governista à presidência do Brasil em 2010	candidato governista	0	n, adj	
Candidato presidencial dos Estados Unidos, Barack Obama, aumenta vantagem depois da Convenção Nacional Democrata	candidato presidencial	0	n, adj	
Cinco dos seis candidatos disponíveis para debate na RDP	candidatos disponíveis	0	n, adj	
Cantor grego Demis Roussos morre aos 68 anos	cantor grego	0	n, adj	
Morre aos 68 anos, o cantor sertanejo Zé Rico, parceiro de Milionário, na dupla "Milionário & José Rico"	cantor sertanejo	0	n, adj	
Cantora americana Whitney Houston morre aos 48 anos	cantora americana	0	n, adj	
Paquistão testa míssil com capacidade nuclear	capacidade nuclear	-1	n, adj	
Obama convida Lula para encontro na capital americana em março	capital americana	0	n, adj	
Próximo encontro do Foro de São Paulo será na capital paulista	capital paulista	0	n, adj	
Governo brasileiro aumenta capital social do BNDES para R$ 20,2 bilhões	capital social	1	n, adj	
Governo brasileiro aumenta capital social do BNDES para R$ 20,2 bilhões	capital social	1	n, adj	
Polícia colombiana captura importante guerrilheira das FARC	captura importante	1	n, adj	
FMI se oferece como coordenador de políticas fiscais de caráter internacional	caráter internacional	1	n, adj	
FMI se oferece como coordenador de políticas fiscais de caráter internacional	caráter internacional	1	n, adj	
Lula diz que a carga tributária no Brasil está muito distante das mais elevadas do mundo	carga tributária	-1	n, adj	
Lula diz que a carga tributária no Brasil está muito distante das mais elevadas do mundo	carga tributária	-1	n, adj	
Brasil e Uruguai negociam abertura de mercado para carnes brasileiras	carnes brasileiras	0	n, adj	
Dois carros bombas matam civis em Argel, na Argélia	carros bombas	-2	n, adj	
Suplicy dá cartão vermelho para Sarney	cartão vermelho	-1	n, adj	
Polêmica no Brasil sobre uso de cartões corporativos por integrantes do governo	cartões corporativos	0	n, adj	
Deputados espanhóis aprovam casamento homossexual	casamento homossexual	0	n, adj	
Outro caso suspeito de febre amarela no interior de São Paulo	caso suspeito	-1	n, adj	
Cai mortalidade entre casos graves de gripe A	casos graves	-2	n, adj	
Morre aos 35 anos, lutador de catch mexicano, Pedro Aguayo Jr.	catch mexicano	0	n, adj	
Frente Polisário quer que Portugal reconheça causa saraui	causa saraui	0	n, adj	
Gripe suína foi causa secundária da morte de menina em Osasco	causa secundária	0	n, adj	
Bush veta lei sobre uso de células-tronco embrionárias	células-tronco embrionárias	0	n, adj	
Políticos americanos preocupados com ajuda de empresas para censura chinesa	censura chinesa	-1	n, adj	
Prodi, líder da centro-esquerda italiano, é apontado como novo primeiro-ministro da Itália	centro-esquerda italiano	0	n, adj	
Grupo separatista ETA anuncia cessar-fogo permanente	cessar-fogo permanente	2	n, adj	
O Governo de Israel planeja um cessar-fogo unilateral	cessar-fogo unilateral	1	n, adj	
Defesa Civil do Maranhão distribuiu 11 mil cestas básicas para afetados por enchentes	cestas básicas	0	n, adj	
Imprensa sonha com chapa democrata Obama-Clinton ou Clinton-Obama	chapa democrata	1	n, adj	
Qualquer cidadão brasileiro pode denunciar o Presidente da República do Brasil	cidadão brasileiro	0	n, adj	
Ministério da Saúde confirma novos casos da Gripe A suína (H1N1) em Portugal e cidadãos portugueses no navio Ocean Dream nas Caraíbas	cidadãos portugueses	0	n, adj	
Uruguaiana, no Rio Grande do Sul, é a cidade brasileira mais atingida pela gripe A	cidade brasileira	0	n, adj	
Rebeldes tuaregues dominam Timbuktu, cidade histórica de Mali	cidade histórica	1	n, adj	
Moradores de cidade libanesa dizem que são reféns do Hizbollah	cidade libanesa	0	n, adj	
Quase metade das cidades maranhenses está em situação de emergência	cidades maranhenses	0	n, adj	
Estados Unidos condena à prisão por espionagem a um cientista chinês	cientista chinês	0	n, adj	
Cientista político fala em golpe branco contra o governo brasileiro	cientista político	0	n, adj	
Equipe de cientistas chineses seqüenciaram o genoma de um descendente de Genghis Khan	cientistas chineses	1	n, adj	
Câmara requisita agenda de Dilma e gravações do circuito interno e externo do Planalto	circuito interno	0	n, adj	
Amapá faz mutirão de cirurgias plásticas em vítimas de escalpelamento	cirurgias plásticas	1	n, adj	
Governo afegão: Mais de 90 civis mortos por ataque aéreo dos Estados Unidos	civis mortos	-3	n, adj	
Repórteres sem Fronteiras divulga classificação mundial de liberdade de imprensa	classificação mundial	0	n, adj	
Já entraram em vigor novas classificações energéticas nos electrodomésticos	classificações energéticas	0	n, adj	
Óbitos em clínicas clandestinas de aborto estimulam debate sobre o tema	clínicas clandestinas	-1	n, adj	
Coalizão governista pode pedir impeachment de Pervez Musharraf no Paquistão	coalizão governista	0	n, adj	
Coalizão pró-ocidente vence eleições no Líbano; Hizbollah reconhece derrota	coalizão pró-ocidente	0	n, adj	
Cobertura básica dos planos de saúde terá novos itens obrigatórios	cobertura básica	0	n, adj	
Cobertura básica dos planos de saúde terá novos itens obrigatórios	cobertura básica	0	n, adj	
Mais dois colégios particulares no Rio adiam a volta às aulas por causa da gripe	colégios particulares	0	n, adj	
Grécia: líder dos Gregos Independentes anuncia coligação governamental	coligação governamental	1	n, adj	
Lula cobra explicações do comandante militar da Amazônia	comandante militar	0	n, adj	
Paraguai: Lugo destitui comandantes militares	comandantes militares	0	n, adj	
Brasil se aproxima da nacionalização do ciclo do combustível nuclear	combustível nuclear	-1	n, adj	
Rússia faz remessa de combustível nuclear para o Irã	combustível nuclear	-1	n, adj	
Morre a atriz e comediante brasileira Suely May	comediante brasileira	0	n, adj	
Brasil e França discutem ampliação do comércio bilateral	comércio bilateral	1	n, adj	
Brasil e Paraguai discutem comércio bilateral	comércio bilateral	1	n, adj	
Brasil e França discutem ampliação do comércio bilateral	comércio bilateral	1	n, adj	
Brasil e Paraguai discutem comércio bilateral	comércio bilateral	1	n, adj	
Lula almoça com presidente chinês e conversa sobre comércio exterior	comércio exterior	1	n, adj	
Lula almoça com presidente chinês e conversa sobre comércio exterior	comércio exterior	1	n, adj	
OMC marca para março discussões sobre relação entre taxas de câmbio e comércio internacional	comércio internacional	1	n, adj	
Operadoras de cartão de crédito poderão informar sobre comércio pornográfico na internet	comércio pornográfico	1	n, adj	
Comissão diplomática europeia pode se reunir em Janeiro com as FARC	comissão diplomática	1	n, adj	
Comissão especial de acompanhamento da crise econômica aprova relatório	comissão especial	1	n, adj	
Comissão especial de acompanhamento da crise econômica aprova relatório	comissão especial	1	n, adj	
Eleições em Macau tem comparecimento recorde	comparecimento recorde	1	n, adj	
ONU pede à comunidade internacional fundo de US$ 613 milhões para vítimas em Gaza	comunidade internacional	0	n, adj	
Lula diz na ONU que comunidade internacional exige retorno de Zelaya	comunidade internacional	0	n, adj	
Violência em Guiné-Bissau preocupa comunidade internacional	comunidade internacional	0	n, adj	
Zelaya agradece apoio brasileiro e pede mais firmeza da comunidade internacional	comunidade internacional	0	n, adj	
Condição feminina no mercado de trabalho está longe da igualdade com homens, diz OIT	condição feminina	0	n, adj	
Alencar apresenta boa condição geral de saúde, diz boletim médico	condição geral	0	n, adj	
Alencar apresenta boa condição geral de saúde, diz boletim médico	condição geral	0	n, adj	
BR 319 só sai com cumprimento integral das condições ambientais, diz Carlos Minc	condições ambientais	0	n, adj	
BR 319 só sai com cumprimento integral das condições ambientais, diz Carlos Minc	condições ambientais	0	n, adj	
Realizada a 26ª Conferência Regional da FAO	conferência regional	0	n, adj	
Realizada a 26ª Conferência Regional da FAO	conferência regional	0	n, adj	
Assinado o cessar-fogo no conflito russo-georgiano	conflito russo-georgiano	-1	n, adj	
Uma confusão mortal mancha a visita do Papa em Angola	confusão mortal	-3	n, adj	
Documentos sobre Kofi Annan entregues ao Congresso americano	congresso americano	0	n, adj	
Oposição quer espaço para reafirmar independência do Congresso brasileiro	congresso brasileiro	0	n, adj	
Congresso colombiano aprova Lei da Justiça e Paz	congresso colombiano	0	n, adj	
Congresso hondurenho mantem Zelaya fora do poder	congresso hondurenho	0	n, adj	
Congresso hondurenho votará recondução de Zelaya à Presidência	congresso hondurenho	0	n, adj	
